Strike,Date,District,Province,min_killed,max_killed ,min_civillians_killed,max_civillians_killed,min_children_killed,max_children_killed,min_injured,max_injured,Strike link,Timeline URL
AFG786,22/10/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG787,22/10/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG788,22/10/2018,Unknown,Kunar,0,0,0,0,0,0,0,0,,
AFG789,22/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG790,22/10/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG791,22/10/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG792,22/10/2018,Unknown,Nuristan,0,0,0,0,0,0,0,0,,
AFG793,23/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG794,23/10/2018,Unknown,Parwan,0,0,0,0,0,0,0,0,,
AFG795,24/10/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG796,24/10/2018,Unknown,Khost,0,0,0,0,0,0,0,0,,
AFG797,24/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG798,25/10/2018,Unknown,Nangarhar,0,3,0,0,0,0,0,0,,
AFG799,25/10/2018,Unknown,Kunar,0,2,0,0,0,0,0,3,,
AFG800,25/10/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG801,25/10/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG802,25/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG803,25/10/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG804,26/10/2018,Unknown,Helmand,0,0,0,0,0,0,0,0,,
AFG805,26/10/2018,Unknown,Kandahar,0,0,0,0,0,0,0,0,,
AFG806,26/10/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG807,26/10/2018,Unknown,Nimroz,0,0,0,0,0,0,0,0,,
AFG808,26/10/2018,Unknown,Paktia,0,0,0,0,0,0,0,0,,
AFG809,26/10/2018,Unknown,Uruzgan,0,0,0,0,0,0,0,0,,
AFG810,27/10/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG811,27/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG812,27/10/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG813,28/10/2018,Unknown,Nangarhar,0,3,0,0,0,0,0,0,,
AFG814,28/10/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG815,28/10/2018,Unknown,Paktika,0,0,0,0,0,0,0,0,,
AFG816,29/10/2018,Unknown,Laghman,0,0,0,0,0,0,0,0,,
AFG817,29/10/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG818,29/10/2018,Unknown,Paktika,0,0,0,0,0,0,0,0,,
AFG819,29/10/2018,Unknown,Parwan,0,0,0,0,0,0,0,0,,
AFG820,30/10/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG821,30/10/2018,Unknown,Logar,0,0,0,0,0,0,0,0,,
AFG822,30/10/2018,Unknown,Nangarhar,0,0,0,0,0,0,0,0,,
AFG823,31/10/2018,Unknown,Ghazni,0,0,0,0,0,0,0,0,,
AFG824,09/11/2018,Unknown,Farah,7,7,0,0,0,0,0,0,,
AFG825,13/11/2018,Ghazni-Uruzgan highway,Ghazni,60,60,0,0,0,0,0,0,,
AFG826,18/11/2018,Mata Khan,Paktika,6,6,0,0,0,0,0,0,,
AFG827,21/11/2018,Unknown,Logar,10,10,0,0,0,0,0,0,,
AFG828,25/11/2018,Alishing,Laghman,6,6,0,0,0,0,0,0,,
