Date,country,Maximum total people killed,Maximum civilians reported killed
2018-10-20,Afghanistan,0,0
2018-10-20,Afghanistan,0,0
2018-10-20,Afghanistan,0,0
2018-10-20,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-21,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-22,Afghanistan,0,0
2018-10-23,Afghanistan,0,0
2018-10-23,Afghanistan,0,0
2018-10-24,Afghanistan,0,0
2018-10-24,Afghanistan,0,0
2018-10-24,Afghanistan,0,0
2018-10-25,Afghanistan,3,0
2018-10-25,Afghanistan,2,0
2018-10-25,Afghanistan,0,0
2018-10-25,Afghanistan,0,0
2018-10-25,Afghanistan,0,0
2018-10-25,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-26,Afghanistan,0,0
2018-10-27,Afghanistan,0,0
2018-10-27,Afghanistan,0,0
2018-10-27,Afghanistan,0,0
2018-10-28,Afghanistan,3,0
2018-10-28,Afghanistan,0,0
2018-10-28,Afghanistan,0,0
2018-10-29,Afghanistan,0,0
2018-10-29,Afghanistan,0,0
2018-10-29,Afghanistan,0,0
2018-10-29,Afghanistan,0,0
2018-10-30,Afghanistan,0,0
2018-10-30,Afghanistan,0,0
2018-10-30,Afghanistan,0,0
2018-10-31,Afghanistan,0,0
2018-11-09,Afghanistan,7,0
2018-11-13,Afghanistan,60,0
2018-11-18,Afghanistan,6,0
2018-11-21,Afghanistan,10,0
2018-11-25,Afghanistan,6,0
2004-06-17,Pakistan,8,2
2005-05-08,Pakistan,2,0
2005-11-05,Pakistan,8,8
2005-12-01,Pakistan,6,3
2006-01-13,Pakistan,22,18
2006-10-30,Pakistan,83,82
2007-01-16,Pakistan,8,8
2007-04-27,Pakistan,4,4
2007-06-19,Pakistan,34,34
2007-11-02,Pakistan,10,0
2007-12-03,Pakistan,0,0
2008-01-29,Pakistan,15,6
2008-02-28,Pakistan,13,0
2008-03-16,Pakistan,20,4
2008-05-14,Pakistan,20,6
2008-06-14,Pakistan,1,1
2008-07-28,Pakistan,12,5
2008-08-12,Pakistan,25,5
2008-08-20,Pakistan,12,0
2008-08-27,Pakistan,0,0
2008-08-30,Pakistan,5,0
2008-08-30,Pakistan,11,9
2008-09-02,Pakistan,10,0
2008-09-04,Pakistan,7,0
2008-09-05,Pakistan,12,7
2008-09-08,Pakistan,23,20
2008-09-12,Pakistan,15,5
2008-09-17,Pakistan,7,0
2008-09-30,Pakistan,8,0
2008-10-03,Pakistan,3,3
2008-10-03,Pakistan,21,14
2008-10-09,Pakistan,9,9
2008-10-11,Pakistan,5,0
2008-10-16,Pakistan,9,4
2008-10-23,Pakistan,11,10
2008-10-26,Pakistan,20,4
2008-10-31,Pakistan,25,20
2008-10-31,Pakistan,12,1
2008-11-07,Pakistan,16,11
2008-11-14,Pakistan,13,12
2008-11-19,Pakistan,6,3
2008-11-22,Pakistan,6,1
2008-11-27,Pakistan,5,0
2008-11-29,Pakistan,3,3
2008-12-05,Pakistan,4,0
2008-12-11,Pakistan,7,7
2008-12-15,Pakistan,3,3
2008-12-22,Pakistan,3,0
2008-12-22,Pakistan,4,0
2009-01-01,Pakistan,5,0
2009-01-02,Pakistan,4,0
2009-01-23,Pakistan,15,11
2009-01-23,Pakistan,10,10
2009-02-14,Pakistan,35,9
2009-02-16,Pakistan,31,0
2009-03-01,Pakistan,12,0
2009-03-12,Pakistan,26,0
2009-03-15,Pakistan,6,0
2009-03-25,Pakistan,8,0
2009-03-26,Pakistan,5,5
2009-04-01,Pakistan,14,5
2009-04-04,Pakistan,15,13
2009-04-08,Pakistan,4,0
2009-04-19,Pakistan,8,8
2009-04-29,Pakistan,10,4
2009-05-09,Pakistan,25,4
2009-05-12,Pakistan,9,0
2009-05-16,Pakistan,40,9
2009-06-14,Pakistan,5,3
2009-06-18,Pakistan,18,4
2009-06-23,Pakistan,6,0
2009-06-23,Pakistan,83,50
2009-07-03,Pakistan,5,5
2009-07-03,Pakistan,17,0
2009-07-07,Pakistan,18,0
2009-07-08,Pakistan,10,0
2009-07-08,Pakistan,40,0
2009-07-10,Pakistan,5,0
2009-07-17,Pakistan,6,0
2009-08-05,Pakistan,12,4
2009-08-11,Pakistan,25,6
2009-08-21,Pakistan,21,13
2009-08-27,Pakistan,10,0
2009-09-07,Pakistan,8,3
2009-09-08,Pakistan,15,5
2009-09-14,Pakistan,5,0
2009-09-24,Pakistan,12,12
2009-09-29,Pakistan,6,0
2009-09-29,Pakistan,9,4
2009-09-30,Pakistan,9,0
2009-10-15,Pakistan,4,0
2009-10-21,Pakistan,3,0
2009-10-24,Pakistan,30,0
2009-11-05,Pakistan,6,0
2009-11-18,Pakistan,6,0
2009-11-20,Pakistan,14,3
2009-12-08,Pakistan,4,0
2009-12-10,Pakistan,6,0
2009-12-17,Pakistan,2,0
2009-12-17,Pakistan,16,6
2009-12-18,Pakistan,8,5
2009-12-26,Pakistan,20,6
2009-12-31,Pakistan,7,3
2010-01-01,Pakistan,3,0
2010-01-03,Pakistan,5,2
2010-01-06,Pakistan,7,6
2010-01-06,Pakistan,9,5
2010-01-08,Pakistan,6,5
2010-01-09,Pakistan,5,0
2010-01-09,Pakistan,18,0
2010-01-15,Pakistan,10,0
2010-01-15,Pakistan,10,0
2010-01-17,Pakistan,20,0
2010-01-19,Pakistan,9,0
2010-01-29,Pakistan,15,0
2010-02-02,Pakistan,24,0
2010-02-02,Pakistan,0,0
2010-02-02,Pakistan,0,0
2010-02-02,Pakistan,9,5
2010-02-14,Pakistan,7,0
2010-02-15,Pakistan,5,0
2010-02-17,Pakistan,4,0
2010-02-18,Pakistan,5,0
2010-02-24,Pakistan,13,6
2010-03-08,Pakistan,9,0
2010-03-10,Pakistan,8,0
2010-03-10,Pakistan,7,7
2010-03-16,Pakistan,11,0
2010-03-17,Pakistan,5,0
2010-03-17,Pakistan,5,0
2010-03-21,Pakistan,8,0
2010-03-23,Pakistan,6,0
2010-03-27,Pakistan,4,4
2010-03-31,Pakistan,6,6
2010-04-12,Pakistan,13,13
2010-04-14,Pakistan,5,0
2010-04-16,Pakistan,4,0
2010-04-24,Pakistan,9,0
2010-04-26,Pakistan,8,0
2010-05-03,Pakistan,6,2
2010-05-09,Pakistan,10,4
2010-05-11,Pakistan,14,4
2010-05-11,Pakistan,15,0
2010-05-15,Pakistan,15,2
2010-05-21,Pakistan,11,10
2010-05-28,Pakistan,12,11
2010-06-10,Pakistan,7,4
2010-06-11,Pakistan,15,0
2010-06-19,Pakistan,17,0
2010-06-26,Pakistan,4,0
2010-06-27,Pakistan,6,0
2010-06-29,Pakistan,10,0
2010-07-15,Pakistan,14,7
2010-07-24,Pakistan,18,0
2010-07-25,Pakistan,32,0
2010-07-25,Pakistan,12,0
2010-07-25,Pakistan,4,0
2010-08-14,Pakistan,14,7
2010-08-21,Pakistan,6,4
2010-08-23,Pakistan,20,9
2010-08-23,Pakistan,7,0
2010-08-27,Pakistan,9,0
2010-08-27,Pakistan,0,0
2010-08-27,Pakistan,3,3
2010-09-03,Pakistan,9,0
2010-09-03,Pakistan,4,0
2010-09-04,Pakistan,8,0
2010-09-06,Pakistan,6,0
2010-09-08,Pakistan,10,4
2010-09-08,Pakistan,4,4
2010-09-08,Pakistan,10,0
2010-09-09,Pakistan,6,0
2010-09-12,Pakistan,7,0
2010-09-14,Pakistan,12,0
2010-09-14,Pakistan,4,0
2010-09-15,Pakistan,15,5
2010-09-15,Pakistan,7,0
2010-09-19,Pakistan,9,5
2010-09-20,Pakistan,6,3
2010-09-21,Pakistan,8,0
2010-09-21,Pakistan,16,0
2010-09-25,Pakistan,4,0
2010-09-26,Pakistan,5,0
2010-09-26,Pakistan,5,0
2010-09-26,Pakistan,3,0
2010-09-27,Pakistan,4,0
2010-09-28,Pakistan,4,0
2010-10-02,Pakistan,10,0
2010-10-02,Pakistan,14,0
2010-10-04,Pakistan,9,3
2010-10-06,Pakistan,11,0
2010-10-06,Pakistan,5,0
2010-10-07,Pakistan,4,0
2010-10-08,Pakistan,6,0
2010-10-08,Pakistan,8,4
2010-10-10,Pakistan,9,0
2010-10-13,Pakistan,14,6
2010-10-15,Pakistan,6,0
2010-10-15,Pakistan,5,0
2010-10-18,Pakistan,7,1
2010-10-27,Pakistan,5,0
2010-10-27,Pakistan,4,0
2010-10-28,Pakistan,8,4
2010-11-01,Pakistan,6,0
2010-11-03,Pakistan,5,0
2010-11-03,Pakistan,5,0
2010-11-03,Pakistan,5,0
2010-11-07,Pakistan,9,0
2010-11-07,Pakistan,6,0
2010-11-11,Pakistan,8,0
2010-11-13,Pakistan,4,4
2010-11-16,Pakistan,20,9
2010-11-19,Pakistan,4,0
2010-11-21,Pakistan,9,3
2010-11-22,Pakistan,6,0
2010-11-26,Pakistan,4,4
2010-11-28,Pakistan,4,0
2010-12-06,Pakistan,5,2
2010-12-06,Pakistan,4,0
2010-12-10,Pakistan,4,0
2010-12-14,Pakistan,4,4
2010-12-16,Pakistan,7,0
2010-12-17,Pakistan,15,0
2010-12-17,Pakistan,15,0
2010-12-17,Pakistan,32,2
2010-12-27,Pakistan,22,0
2010-12-27,Pakistan,4,0
2010-12-28,Pakistan,7,0
2010-12-28,Pakistan,12,4
2010-12-28,Pakistan,10,0
2010-12-31,Pakistan,8,0
2011-01-01,Pakistan,10,0
2011-01-01,Pakistan,6,0
2011-01-01,Pakistan,5,0
2011-01-01,Pakistan,4,0
2011-01-07,Pakistan,6,0
2011-01-12,Pakistan,6,0
2011-01-18,Pakistan,7,0
2011-01-23,Pakistan,5,0
2011-01-23,Pakistan,3,0
2011-01-23,Pakistan,6,0
2011-02-20,Pakistan,8,0
2011-02-21,Pakistan,14,11
2011-02-24,Pakistan,7,0
2011-03-08,Pakistan,5,5
2011-03-09,Pakistan,5,0
2011-03-11,Pakistan,12,5
2011-03-11,Pakistan,4,0
2011-03-13,Pakistan,4,0
2011-03-13,Pakistan,7,0
2011-03-14,Pakistan,6,0
2011-03-16,Pakistan,5,0
2011-03-17,Pakistan,42,41
2011-04-13,Pakistan,7,7
2011-04-22,Pakistan,26,9
2011-05-06,Pakistan,18,6
2011-05-10,Pakistan,5,0
2011-05-12,Pakistan,8,0
2011-05-13,Pakistan,5,0
2011-05-16,Pakistan,10,0
2011-05-16,Pakistan,6,0
2011-05-20,Pakistan,6,0
2011-05-23,Pakistan,7,0
2011-06-03,Pakistan,12,0
2011-06-06,Pakistan,9,0
2011-06-06,Pakistan,10,7
2011-06-06,Pakistan,5,0
2011-06-08,Pakistan,23,0
2011-06-08,Pakistan,4,0
2011-06-15,Pakistan,10,0
2011-06-15,Pakistan,0,0
2011-06-15,Pakistan,6,6
2011-06-20,Pakistan,7,7
2011-06-20,Pakistan,5,0
2011-06-27,Pakistan,12,0
2011-06-27,Pakistan,21,20
2011-07-05,Pakistan,6,3
2011-07-11,Pakistan,12,0
2011-07-12,Pakistan,25,0
2011-07-12,Pakistan,13,0
2011-07-12,Pakistan,15,4
2011-07-12,Pakistan,9,1
2011-07-20,Pakistan,4,0
2011-08-01,Pakistan,6,6
2011-08-02,Pakistan,4,0
2011-08-10,Pakistan,25,0
2011-08-16,Pakistan,7,4
2011-08-19,Pakistan,4,0
2011-08-22,Pakistan,7,4
2011-09-11,Pakistan,5,0
2011-09-23,Pakistan,8,0
2011-09-27,Pakistan,4,0
2011-09-30,Pakistan,4,0
2011-10-13,Pakistan,6,0
2011-10-13,Pakistan,6,0
2011-10-14,Pakistan,6,0
2011-10-15,Pakistan,6,0
2011-10-26,Pakistan,22,0
2011-10-27,Pakistan,6,0
2011-10-27,Pakistan,6,0
2011-10-30,Pakistan,6,4
2011-10-31,Pakistan,4,2
2011-11-03,Pakistan,3,0
2011-11-15,Pakistan,7,0
2011-11-16,Pakistan,22,0
2011-11-17,Pakistan,9,0
2012-01-10,Pakistan,4,0
2012-01-12,Pakistan,9,0
2012-01-23,Pakistan,5,0
2012-01-23,Pakistan,2,0
2012-02-08,Pakistan,10,0
2012-02-09,Pakistan,8,3
2012-02-16,Pakistan,6,0
2012-02-16,Pakistan,15,0
2012-03-09,Pakistan,15,0
2012-03-09,Pakistan,6,0
2012-03-13,Pakistan,8,0
2012-03-13,Pakistan,7,0
2012-03-30,Pakistan,4,0
2012-04-29,Pakistan,6,0
2012-05-05,Pakistan,10,0
2012-05-23,Pakistan,5,0
2012-05-24,Pakistan,12,8
2012-05-26,Pakistan,4,0
2012-05-28,Pakistan,10,0
2012-05-28,Pakistan,5,0
2012-06-02,Pakistan,4,0
2012-06-03,Pakistan,10,0
2012-06-04,Pakistan,18,6
2012-06-13,Pakistan,4,0
2012-06-14,Pakistan,4,0
2012-06-26,Pakistan,7,0
2012-07-01,Pakistan,9,0
2012-07-06,Pakistan,24,18
2012-07-23,Pakistan,14,14
2012-07-29,Pakistan,7,3
2012-08-18,Pakistan,12,1
2012-08-19,Pakistan,7,0
2012-08-19,Pakistan,3,0
2012-08-21,Pakistan,25,3
2012-08-24,Pakistan,22,0
2012-08-24,Pakistan,0,0
2012-08-24,Pakistan,0,0
2012-09-01,Pakistan,6,0
2012-09-21,Pakistan,4,0
2012-09-24,Pakistan,8,0
2012-10-01,Pakistan,4,0
2012-10-10,Pakistan,6,0
2012-10-11,Pakistan,26,2
2012-10-24,Pakistan,1,1
2012-11-29,Pakistan,4,0
2012-12-01,Pakistan,4,0
2012-12-06,Pakistan,11,1
2012-12-09,Pakistan,4,3
2012-12-21,Pakistan,6,0
2012-12-29,Pakistan,5,0
2013-01-02,Pakistan,11,0
2013-01-03,Pakistan,6,0
2013-01-06,Pakistan,18,0
2013-01-08,Pakistan,9,2
2013-01-08,Pakistan,9,0
2013-01-10,Pakistan,6,0
2013-02-06,Pakistan,5,2
2013-02-08,Pakistan,9,0
2013-03-10,Pakistan,3,0
2013-03-22,Pakistan,4,0
2013-04-14,Pakistan,6,0
2013-04-17,Pakistan,6,0
2013-05-29,Pakistan,7,0
2013-06-07,Pakistan,11,0
2013-07-03,Pakistan,18,0
2013-07-13,Pakistan,3,0
2013-07-28,Pakistan,8,0
2013-08-31,Pakistan,4,0
2013-09-06,Pakistan,7,0
2013-09-22,Pakistan,7,0
2013-09-29,Pakistan,6,0
2013-09-30,Pakistan,4,0
2013-10-31,Pakistan,5,0
2013-11-01,Pakistan,7,0
2013-11-21,Pakistan,9,0
2013-11-29,Pakistan,3,0
2013-12-25,Pakistan,4,0
2014-06-11,Pakistan,6,0
2014-06-12,Pakistan,10,0
2014-06-18,Pakistan,8,0
2014-07-10,Pakistan,7,0
2014-07-16,Pakistan,24,0
2014-07-19,Pakistan,15,0
2014-08-05,Pakistan,7,0
2014-09-24,Pakistan,11,0
2014-09-28,Pakistan,4,0
2014-10-05,Pakistan,5,0
2014-10-06,Pakistan,8,0
2014-10-07,Pakistan,7,0
2014-10-07,Pakistan,4,0
2014-10-08,Pakistan,4,0
2014-10-09,Pakistan,4,0
2014-10-11,Pakistan,6,0
2014-10-11,Pakistan,4,0
2014-10-30,Pakistan,7,0
2014-11-11,Pakistan,7,2
2014-11-20,Pakistan,8,0
2014-11-26,Pakistan,9,0
2014-12-07,Pakistan,6,0
2014-12-20,Pakistan,6,0
2014-12-26,Pakistan,5,0
2014-12-26,Pakistan,4,0
2015-01-04,Pakistan,10,0
2015-01-15,Pakistan,7,2
2015-01-15,Pakistan,7,0
2015-01-19,Pakistan,7,0
2015-01-28,Pakistan,7,0
2015-03-18,Pakistan,3,0
2015-04-12,Pakistan,4,0
2015-05-16,Pakistan,7,0
2015-05-18,Pakistan,6,0
2015-06-01,Pakistan,5,0
2015-06-06,Pakistan,9,3
2015-08-06,Pakistan,7,0
2015-09-01,Pakistan,6,0
2016-01-09,Pakistan,5,0
2016-02-22,Pakistan,5,0
2016-05-21,Pakistan,2,1
2017-03-02,Pakistan,2,0
2017-04-26,Pakistan,11,3
2017-05-24,Pakistan,3,0
2017-06-13,Pakistan,3,0
2017-09-15,Pakistan,3,0
2018-01-24,Pakistan,3,0
2009-12-17,Yemen,58,44
2009-12-17,Yemen,0,0
2009-12-24,Yemen,34,0
2010-01-12,Yemen,2,0
2010-01-15,Yemen,6,0
2010-01-20,Yemen,2,0
2010-01-31,Yemen,0,0
2010-03-14,Yemen,3,0
2010-03-15,Yemen,20,20
2010-05-24,Yemen,4,4
2011-05-05,Yemen,2,0
2011-06-03,Yemen,7,4
2011-06-10,Yemen,1,0
2011-06-10,Yemen,3,3
2011-06-18,Yemen,0,0
2011-07-14,Yemen,50,30
2011-07-14,Yemen,0,0
2011-07-27,Yemen,5,0
2011-08-01,Yemen,16,0
2011-08-24,Yemen,30,0
2011-08-24,Yemen,6,0
2011-08-25,Yemen,8,0
2011-08-31,Yemen,30,0
2011-09-05,Yemen,7,7
2011-09-05,Yemen,11,1
2011-09-07,Yemen,10,0
2011-09-21,Yemen,4,0
2011-09-21,Yemen,7,0
2011-09-30,Yemen,4,0
2011-10-05,Yemen,5,0
2011-10-14,Yemen,0,0
2011-10-14,Yemen,9,2
2011-10-14,Yemen,17,0
2011-10-14,Yemen,2,2
2011-12-22,Yemen,1,0
2012-01-31,Yemen,14,0
2012-01-31,Yemen,0,0
2012-03-09,Yemen,34,2
2012-03-10,Yemen,24,0
2012-03-11,Yemen,6,0
2012-03-13,Yemen,5,0
2012-03-18,Yemen,18,0
2012-03-18,Yemen,8,0
2012-03-22,Yemen,30,0
2012-03-30,Yemen,5,1
2012-04-07,Yemen,8,0
2012-04-08,Yemen,16,0
2012-04-11,Yemen,14,0
2012-04-14,Yemen,7,0
2012-04-16,Yemen,7,0
2012-04-18,Yemen,10,0
2012-04-21,Yemen,17,0
2012-04-22,Yemen,4,0
2012-04-23,Yemen,3,0
2012-04-23,Yemen,4,0
2012-04-26,Yemen,3,0
2012-04-29,Yemen,3,0
2012-04-30,Yemen,4,0
2012-04-30,Yemen,3,0
2012-05-02,Yemen,15,0
2012-05-06,Yemen,4,1
2012-05-10,Yemen,12,0
2012-05-10,Yemen,4,0
2012-05-12,Yemen,7,0
2012-05-12,Yemen,10,0
2012-05-12,Yemen,10,0
2012-05-14,Yemen,10,0
2012-05-14,Yemen,6,0
2012-05-14,Yemen,0,0
2012-05-15,Yemen,42,26
2012-05-16,Yemen,16,0
2012-05-17,Yemen,3,0
2012-05-17,Yemen,6,2
2012-05-19,Yemen,5,0
2012-05-19,Yemen,2,0
2012-05-20,Yemen,9,0
2012-05-28,Yemen,5,2
2012-05-28,Yemen,5,0
2012-06-01,Yemen,12,0
2012-06-07,Yemen,2,0
2012-06-07,Yemen,3,0
2012-06-07,Yemen,5,0
2012-06-11,Yemen,16,0
2012-06-13,Yemen,18,0
2012-06-13,Yemen,9,0
2012-06-15,Yemen,5,0
2012-06-15,Yemen,7,7
2012-06-19,Yemen,3,0
2012-06-20,Yemen,1,1
2012-06-20,Yemen,30,0
2012-06-25,Yemen,3,0
2012-07-03,Yemen,5,0
2012-07-04,Yemen,13,0
2012-07-23,Yemen,5,0
2012-08-04,Yemen,5,0
2012-08-06,Yemen,7,0
2012-08-07,Yemen,3,0
2012-08-28,Yemen,3,0
2012-08-29,Yemen,5,2
2012-08-31,Yemen,8,0
2012-09-02,Yemen,12,12
2012-09-05,Yemen,6,4
2012-09-10,Yemen,15,0
2012-09-20,Yemen,4,0
2012-10-04,Yemen,6,0
2012-10-18,Yemen,9,0
2012-10-21,Yemen,4,0
2012-10-28,Yemen,4,0
2012-11-07,Yemen,2,0
2012-12-24,Yemen,3,0
2012-12-24,Yemen,7,0
2012-12-28,Yemen,3,0
2012-12-29,Yemen,4,0
2013-01-01,Yemen,1,0
2013-01-04,Yemen,3,0
2013-01-19,Yemen,0,0
2013-01-19,Yemen,4,3
2013-01-19,Yemen,6,4
2013-01-20,Yemen,3,0
2013-01-21,Yemen,4,0
2013-01-22,Yemen,5,0
2013-01-23,Yemen,4,2
2013-01-23,Yemen,5,0
2013-04-17,Yemen,4,4
2013-04-21,Yemen,2,0
2013-05-18,Yemen,9,0
2013-05-20,Yemen,2,0
2013-06-01,Yemen,8,0
2013-06-09,Yemen,7,1
2013-07-27,Yemen,9,0
2013-07-30,Yemen,4,0
2013-08-01,Yemen,5,5
2013-08-06,Yemen,4,0
2013-08-07,Yemen,8,0
2013-08-08,Yemen,8,2
2013-08-08,Yemen,7,0
2013-08-08,Yemen,5,0
2013-08-10,Yemen,5,0
2013-08-30,Yemen,6,0
2013-11-19,Yemen,5,0
2013-11-26,Yemen,12,0
2013-12-09,Yemen,3,0
2013-12-12,Yemen,17,16
2013-12-27,Yemen,6,0
2013-12-31,Yemen,6,0
2014-01-06,Yemen,0,0
2014-01-08,Yemen,2,0
2014-01-15,Yemen,1,1
2014-01-24,Yemen,4,0
2014-02-03,Yemen,4,0
2014-03-02,Yemen,3,0
2014-03-03,Yemen,1,0
2014-03-03,Yemen,4,0
2014-03-05,Yemen,4,0
2014-03-10,Yemen,4,1
2014-03-12,Yemen,3,0
2014-04-01,Yemen,3,0
2014-04-19,Yemen,21,8
2014-04-20,Yemen,31,1
2014-04-21,Yemen,4,1
2014-05-12,Yemen,6,0
2014-06-04,Yemen,4,0
2014-06-13,Yemen,6,0
2014-06-21,Yemen,0,0
2014-08-09,Yemen,3,0
2014-08-16,Yemen,3,0
2014-09-11,Yemen,5,0
2014-09-25,Yemen,5,0
2014-09-26,Yemen,3,0
2014-10-15,Yemen,4,0
2014-10-24,Yemen,10,10
2014-10-26,Yemen,20,10
2014-11-04,Yemen,20,0
2014-11-12,Yemen,8,0
2014-11-26,Yemen,7,0
2014-12-06,Yemen,10,0
2014-12-06,Yemen,11,8
2015-01-26,Yemen,3,2
2015-01-31,Yemen,4,0
2015-02-02,Yemen,6,0
2015-02-20,Yemen,3,0
2015-02-28,Yemen,4,0
2015-03-01,Yemen,3,0
2015-04-12,Yemen,7,0
2015-04-17,Yemen,2,0
2015-04-19,Yemen,6,0
2015-04-21,Yemen,7,1
2015-05-08,Yemen,3,0
2015-05-10,Yemen,4,0
2015-05-11,Yemen,4,0
2015-05-16,Yemen,3,0
2015-05-22,Yemen,5,0
2015-06-02,Yemen,20,0
2015-06-09,Yemen,3,0
2015-06-25,Yemen,5,0
2015-06-26,Yemen,4,0
2015-06-26,Yemen,4,0
2015-07-03,Yemen,4,0
2015-07-11,Yemen,10,0
2015-07-29,Yemen,5,0
2015-08-12,Yemen,5,0
2015-08-21,Yemen,3,0
2015-08-23,Yemen,4,0
2015-08-26,Yemen,5,0
2015-09-09,Yemen,6,4
2015-09-11,Yemen,4,0
2015-09-12,Yemen,5,0
2015-09-21,Yemen,2,0
2015-12-22,Yemen,4,0
2016-01-15,Yemen,3,0
2016-01-19,Yemen,2,0
2016-02-03,Yemen,6,0
2016-02-03,Yemen,3,0
2016-02-15,Yemen,3,0
2016-02-29,Yemen,3,0
2016-03-04,Yemen,4,0
2016-03-22,Yemen,71,0
2016-03-26,Yemen,8,0
2016-03-26,Yemen,6,0
2016-03-28,Yemen,5,3
2016-03-30,Yemen,5,0
2016-03-30,Yemen,0,0
2016-04-03,Yemen,0,0
2016-04-05,Yemen,0,0
2016-04-23,Yemen,2,0
2016-04-25,Yemen,6,0
2016-04-25,Yemen,10,0
2016-04-28,Yemen,4,0
2016-05-19,Yemen,4,0
2016-06-09,Yemen,2,0
2016-06-10,Yemen,2,0
2016-06-12,Yemen,3,0
2016-07-01,Yemen,6,0
2016-07-04,Yemen,3,0
2016-07-08,Yemen,1,0
2016-07-10,Yemen,0,0
2016-07-16,Yemen,4,0
2016-08-04,Yemen,4,0
2016-08-24,Yemen,5,0
2016-08-30,Yemen,3,0
2016-09-04,Yemen,9,0
2016-09-13,Yemen,5,0
2016-09-20,Yemen,2,0
2016-09-22,Yemen,3,0
2016-09-23,Yemen,5,0
2016-09-29,Yemen,2,0
2016-10-06,Yemen,2,0
2016-10-12,Yemen,0,0
2016-10-18,Yemen,8,0
2016-10-21,Yemen,5,0
2016-11-21,Yemen,1,0
2016-11-24,Yemen,2,0
2016-11-30,Yemen,3,0
2016-12-13,Yemen,4,0
2016-12-29,Yemen,2,0
2017-01-08,Yemen,1,0
2017-01-20,Yemen,1,0
2017-01-21,Yemen,6,0
2017-01-22,Yemen,3,0
2017-01-28,Yemen,39,25
2017-01-30,Yemen,2,0
2017-03-02,Yemen,12,0
2017-03-03,Yemen,8,0
2017-03-04,Yemen,2,0
2017-03-06,Yemen,11,2
2017-03-31,Yemen,0,0
2017-04-02,Yemen,0,0
2017-04-18,Yemen,4,0
2017-04-23,Yemen,8,8
2017-04-24,Yemen,0,0
2017-04-29,Yemen,5,0
2017-04-29,Yemen,3,0
2017-05-23,Yemen,12,5
2017-06-16,Yemen,3,0
2017-07-01,Yemen,2,0
2017-08-13,Yemen,3,0
2017-09-09,Yemen,7,0
2017-09-16,Yemen,0,0
2017-10-04,Yemen,2,0
2017-10-08,Yemen,5,0
2017-10-16,Yemen,50,0
2017-10-19,Yemen,5,0
2017-10-19,Yemen,0,0
2017-10-25,Yemen,13,0
2017-11-02,Yemen,2,0
2017-11-10,Yemen,2,0
2017-11-11,Yemen,1,0
2017-11-12,Yemen,2,0
2017-11-19,Yemen,2,0
2017-11-20,Yemen,5,0
2017-11-23,Yemen,2,0
2017-11-25,Yemen,7,0
2017-11-26,Yemen,3,0
2017-12-15,Yemen,1,0
2017-12-19,Yemen,1,0
2018-01-01,Yemen,2,2
2018-01-26,Yemen,7,7
2018-01-29,Yemen,0,0
2018-02-11,Yemen,6,0
2018-02-16,Yemen,3,0
2018-02-28,Yemen,0,0
2018-03-05,Yemen,4,1
2018-03-07,Yemen,1,1
2018-03-08,Yemen,0,0
2018-03-09,Yemen,6,6
2018-03-22,Yemen,7,0
2018-03-26,Yemen,0,0
2018-03-29,Yemen,4,3
2018-04-11,Yemen,0,0
2018-04-23,Yemen,0,0
2018-04-30,Yemen,0,0
2018-05-14,Yemen,3,1
2018-06-23,Yemen,0,0
2018-06-30,Yemen,0,0
2018-07-22,Yemen,0,0
2018-07-24,Yemen,0,0
2018-08-14,Yemen,0,0
2018-09-09,Yemen,4,0
2018-09-18,Yemen,0,0
2018-11-25,Yemen,8,0
2007-01-09,Somalia,10,0
2007-01-09,Somalia,31,31
2007-01-23,Somalia,8,0
2007-06-01,Somalia,12,0
2008-03-03,Somalia,6,4
2008-05-01,Somalia,15,10
2009-09-14,Somalia,6,0
2011-04-03,Somalia,36,0
2011-06-23,Somalia,2,0
2011-07-06,Somalia,0,0
2011-09-25,Somalia,0,0
2011-11-14,Somalia,2,0
2012-01-21,Somalia,1,0
2012-02-24,Somalia,7,1
2012-04-17,Somalia,0,0
2013-10-05,Somalia,7,0
2013-10-28,Somalia,3,0
2014-01-26,Somalia,9,2
2014-08-01,Somalia,6,0
2014-12-29,Somalia,3,0
2015-01-31,Somalia,60,0
2015-01-31,Somalia,9,4
2015-03-12,Somalia,3,0
2015-07-15,Somalia,3,0
2015-07-15,Somalia,0,0
2015-11-21,Somalia,10,0
2015-11-29,Somalia,0,0
2015-12-02,Somalia,3,0
2015-12-21,Somalia,5,0
2016-03-05,Somalia,200,0
2016-03-08,Somalia,19,0
2016-03-31,Somalia,3,0
2016-04-01,Somalia,22,0
